order_id,order_date,customer_id,city,product_name,category,quantity,unit_price,revenue,payment_method
310,2024-06-06,333,Rwamagana,Vitamins Complex,Vitamins,2,24788,49576,Card
311,2024-02-07,303,Huye,Vitamins Complex,Vitamins,1,20526,20526,Bank Transfer
312,2024-08-17,106,Rwamagana,Energy Extreme,Energy,1,10207,10207,Bank Transfer
313,2024-12-30,121,Kigali,Creatine Monohydrate,Creatine,2,33197,66394,Cash
314,2024-02-20,145,Huye,Vitamins Complex,Vitamins,3,13083,39249,Card
315,2024-09-20,136,Rubavu,Optimum Nutrition Creatine,Creatine,4,20123,80492,Bank Transfer
316,2024-10-09,144,Huye,PreWorkout X,Pre-Workout,4,20754,83016,Mobile Money
317,2024-01-27,279,Kigali,Whey Protein,Whey,2,10236,20472,Card
318,2024-08-13,104,Musanze,Creatine Monohydrate,Creatine,4,33154,132616,Mobile Money
319,2024-10-03,360,Huye,Vitamins Complex,Vitamins,2,32483,64966,Card
320,2024-10-12,321,Rubavu,Energy Extreme,Energy,4,18555,74220,Cash
321,2024-04-06,149,Rwamagana,Creatine Monohydrate,Creatine,1,26669,26669,Card
322,2024-10-10,231,Rwamagana,Vitamins Complex,Vitamins,4,30421,121684,Cash
323,2024-11-12,272,Kigali,Vitamins Complex,Vitamins,4,31664,126656,Card
324,2024-10-30,226,Kigali,Energy Extreme,Energy,4,19715,78860,Cash
325,2024-05-26,292,Musanze,Creatine Monohydrate,Creatine,1,30109,30109,Mobile Money
326,2024-01-04,114,Huye,Creatine Monohydrate,Creatine,1,15782,15782,Cash
327,2024-02-04,341,Huye,Whey Protein,Whey,1,28792,28792,Cash
328,2024-07-10,331,Rubavu,PreWorkout X,Pre-Workout,2,25096,50192,Bank Transfer
329,2024-02-18,190,Musanze,Energy Extreme,Energy,3,15299,45897,Mobile Money
330,2024-01-17,196,Musanze,Energy Extreme,Energy,3,28073,84219,Card
331,2024-06-20,262,Rwamagana,Whey Protein,Whey,2,14406,28812,Card
332,2024-08-07,143,Rwamagana,Optimum Nutrition Creatine,Creatine,3,34981,104943,Card
333,2024-06-06,101,Rwamagana,Vitamins Complex,Vitamins,2,15435,30870,Bank Transfer
334,2024-02-15,239,Kigali,Creatine Monohydrate,Creatine,4,14107,56428,Card
335,2024-01-06,166,Huye,Energy Extreme,Energy,1,22329,22329,Cash
336,2024-04-08,291,Huye,Energy Extreme,Energy,2,31932,63864,Cash
337,2024-08-20,158,Musanze,Creatine Monohydrate,Creatine,2,22265,44530,Card
338,2024-02-06,67,Rubavu,Whey Protein,Whey,2,18325,36650,Mobile Money
339,2024-10-06,73,Huye,Optimum Nutrition Creatine,Creatine,4,17693,70772,Cash
340,2024-12-14,163,Musanze,Optimum Nutrition Creatine,Creatine,3,23716,71148,Mobile Money
341,2024-10-28,130,Kigali,Vitamins Complex,Vitamins,2,33386,66772,Bank Transfer
342,2024-06-29,276,Kigali,Whey Protein,Whey,3,17373,52119,Mobile Money
343,2024-04-04,266,Musanze,Vitamins Complex,Vitamins,2,26127,52254,Card
344,2024-04-08,253,Rwamagana,Energy Extreme,Energy,1,18984,18984,Mobile Money
345,2024-07-06,95,Rubavu,Creatine Monohydrate,Creatine,2,30643,61286,Cash
346,2024-04-25,238,Rwamagana,Energy Extreme,Energy,2,14917,29834,Cash
347,2024-07-09,387,Kigali,PreWorkout X,Pre-Workout,1,25795,25795,Card
348,2024-09-09,390,Rwamagana,Vitamins Complex,Vitamins,3,28344,85032,Card
349,2024-06-09,117,Rwamagana,Optimum Nutrition Creatine,Creatine,1,15772,15772,Card
350,2024-09-12,25,Kigali,Whey Protein,Whey,2,25751,51502,Mobile Money
351,2024-11-18,173,Rwamagana,Energy Extreme,Energy,3,23891,71673,Card
352,2024-05-07,288,Rubavu,Whey Protein,Whey,4,33563,134252,Mobile Money
353,2024-01-18,92,Rubavu,Optimum Nutrition Creatine,Creatine,4,21871,87484,Card
354,2024-10-07,334,Huye,Energy Extreme,Energy,1,18734,18734,Cash
355,2024-08-10,316,Rubavu,Energy Extreme,Energy,4,32161,128644,Bank Transfer
356,2024-02-23,160,Rwamagana,Energy Extreme,Energy,3,22677,68031,Card
357,2024-02-27,254,Kigali,Whey Protein,Whey,1,22330,22330,Bank Transfer
358,2024-11-18,151,Musanze,Whey Protein,Whey,2,15179,30358,Cash
359,2024-12-25,5,Rubavu,Optimum Nutrition Creatine,Creatine,3,16430,49290,Bank Transfer
360,2024-06-22,266,Musanze,Creatine Monohydrate,Creatine,3,20145,60435,Mobile Money
361,2024-10-06,382,Rubavu,Energy Extreme,Energy,0,31121,0,Bank Transfer
362,2024-04-23,253,Huye,Whey Protein,Whey,3,27073,81219,Card
363,2024-10-14,83,Kigali,Creatine Monohydrate,Creatine,3,31559,94677,Mobile Money
364,2024-12-07,156,Kigali,Creatine Monohydrate,Creatine,1,15448,15448,Cash
365,2024-05-30,263,Musanze,Vitamins Complex,Vitamins,2,19074,38148,Card
366,2024-05-06,252,Kigali,PreWorkout X,Pre-Workout,4,34975,139900,Cash
367,2024-06-03,103,Musanze,PreWorkout X,Pre-Workout,1,24083,24083,Mobile Money
368,2024-09-29,101,Rwamagana,Whey Protein,Whey,4,33312,133248,Cash
369,2024-04-13,308,Huye,Creatine Monohydrate,Creatine,3,11403,34209,Cash
370,2024-10-25,124,Kigali,Optimum Nutrition Creatine,Creatine,1,19011,19011,Mobile Money
371,2024-09-02,178,Rwamagana,Creatine Monohydrate,Creatine,2,29686,59372,Cash
372,2024-06-24,116,Huye,Energy Extreme,Energy,3,19700,59100,Card
373,2024-02-08,256,Huye,Energy Extreme,Energy,3,15693,47079,Bank Transfer
374,2024-06-18,7,Musanze,Optimum Nutrition Creatine,Creatine,1,24818,24818,Cash
375,2024-09-03,229,Rubavu,Whey Protein,Whey,3,11549,34647,Bank Transfer
376,2024-01-26,133,Rubavu,Creatine Monohydrate,Creatine,1,20837,20837,Card
377,2024-12-20,62,Rubavu,Vitamins Complex,Vitamins,2,14481,28962,Bank Transfer
378,2024-11-01,246,Rwamagana,Vitamins Complex,Vitamins,3,16548,49644,Card
379,2024-01-13,149,Musanze,Energy Extreme,Energy,2,17758,35516,Bank Transfer
380,2024-11-11,314,Kigali,Creatine Monohydrate,Creatine,2,34022,68044,Cash
381,2024-11-08,389,Kigali,Creatine Monohydrate,Creatine,4,15542,62168,Bank Transfer
382,2024-02-05,242,Kigali,PreWorkout X,Pre-Workout,1,32740,32740,Cash
383,2024-06-21,181,Kigali,Energy Extreme,Energy,1,-33764,-33764,Bank Transfer
384,2024-01-20,173,Rubavu,PreWorkout X,Pre-Workout,2,24308,48616,Cash
385,2024-11-16,188,Kigali,Vitamins Complex,Vitamins,4,10163,40652,Cash
386,2024-09-20,308,Rubavu,Creatine Monohydrate,Creatine,3,14798,44394,Cash
387,2024-05-21,196,Musanze,Energy Extreme,Energy,0,34345,0,Cash
388,2024-05-22,252,Huye,PreWorkout X,Pre-Workout,2,14719,29438,Mobile Money
389,2024-04-01,227,Musanze,PreWorkout X,Pre-Workout,2,31223,62446,Mobile Money
390,2024-12-19,42,Kigali,Creatine Monohydrate,Creatine,1,29877,29877,Card
391,2024-11-17,113,Huye,Optimum Nutrition Creatine,Creatine,1,20636,20636,Cash
392,2024-10-14,120,Huye,Energy Extreme,Energy,1,10016,10016,Bank Transfer
393,2024-08-02,130,Huye,Optimum Nutrition Creatine,Creatine,1,16272,16272,Mobile Money
394,2024-12-07,29,Rubavu,Creatine Monohydrate,Creatine,4,13631,54524,Card
395,2024-02-20,242,Rubavu,Creatine Monohydrate,Creatine,1,33561,33561,Cash
396,2024-06-01,232,Huye,Whey Protein,Whey,2,34507,69014,Cash
397,2024-07-04,203,Musanze,Whey Protein,Whey,1,33835,33835,Mobile Money
398,2024-03-03,214,Kigali,Vitamins Complex,Vitamins,0,27159,0,Mobile Money
399,2024-07-08,79,Huye,Vitamins Complex,Vitamins,4,33472,133888,Bank Transfer
400,2024-05-04,343,Rubavu,Creatine Monohydrate,Creatine,1,17099,17099,Mobile Money
401,2024-05-29,69,Musanze,Optimum Nutrition Creatine,Creatine,4,33724,134896,Bank Transfer
402,2024-11-09,87,Rubavu,Creatine Monohydrate,Creatine,4,17083,68332,Card
403,2024-02-27,333,Musanze,Optimum Nutrition Creatine,Creatine,1,19223,19223,Cash
404,2024-12-07,109,Rubavu,Creatine Monohydrate,Creatine,4,13456,53824,Bank Transfer
405,2024-10-31,152,Huye,PreWorkout X,Pre-Workout,3,34983,104949,Cash
406,2024-06-28,148,Rubavu,PreWorkout X,Pre-Workout,1,28052,28052,Bank Transfer
407,2024-06-18,366,Kigali,PreWorkout X,Pre-Workout,1,22089,22089,Bank Transfer
408,2024-11-21,399,Rubavu,Creatine Monohydrate,Creatine,4,19866,79464,Bank Transfer
409,2024-09-27,28,Rubavu,Optimum Nutrition Creatine,Creatine,3,15510,46530,Bank Transfer
410,2024-02-23,350,Kigali,Optimum Nutrition Creatine,Creatine,3,18964,56892,Mobile Money
411,2024-04-10,320,Rwamagana,PreWorkout X,Pre-Workout,2,20759,41518,Bank Transfer
412,2024-09-20,111,Rwamagana,Whey Protein,Whey,2,19765,39530,Card
413,2024-02-22,220,Musanze,Vitamins Complex,Vitamins,4,16511,66044,Bank Transfer
414,2024-02-29,136,Musanze,Creatine Monohydrate,Creatine,1,27630,27630,Bank Transfer
415,2024-04-17,329,Huye,Whey Protein,Whey,4,34935,139740,Mobile Money
416,2024-01-05,292,Rubavu,Whey Protein,Whey,2,21824,43648,Mobile Money
417,2024-04-12,78,Rubavu,Creatine Monohydrate,Creatine,2,16979,33958,Card
418,2024-07-14,378,Musanze,Optimum Nutrition Creatine,Creatine,1,22504,22504,Bank Transfer
419,2024-09-18,255,Rubavu,Energy Extreme,Energy,3,30669,92007,Bank Transfer
420,2024-12-30,149,Rubavu,Energy Extreme,Energy,2,24089,48178,Card
421,2024-12-15,258,Rubavu,PreWorkout X,Pre-Workout,4,15978,63912,Cash
422,2024-02-16,181,Kigali,Whey Protein,Whey,2,10780,21560,Cash
423,2024-12-20,288,Musanze,Optimum Nutrition Creatine,Creatine,4,24686,98744,Card
424,2024-11-06,271,Rubavu,Whey Protein,Whey,4,26905,107620,Card
425,2024-11-03,183,Rwamagana,Vitamins Complex,Vitamins,1,33953,33953,Mobile Money
426,2024-05-23,315,Rubavu,Whey Protein,Whey,1,32168,32168,Cash
427,2024-09-25,114,Musanze,Creatine Monohydrate,Creatine,2,32651,65302,Cash
428,2024-05-03,213,Kigali,Creatine Monohydrate,Creatine,2,22275,44550,Card
429,2024-04-15,113,Huye,Energy Extreme,Energy,4,10685,42740,Bank Transfer
430,2024-06-06,122,Rwamagana,Vitamins Complex,Vitamins,4,22258,89032,Mobile Money
431,2024-05-26,119,Rwamagana,Creatine Monohydrate,Creatine,4,31725,126900,Bank Transfer
432,2024-05-24,268,Rubavu,Creatine Monohydrate,Creatine,3,20736,62208,Bank Transfer
433,2024-04-29,18,Kigali,Energy Extreme,Energy,1,21182,21182,Bank Transfer
434,2024-11-14,149,Rwamagana,Energy Extreme,Energy,1,17165,17165,Card
435,2024-10-01,302,Rubavu,Creatine Monohydrate,Creatine,2,24215,48430,Bank Transfer
436,2024-04-01,135,Musanze,Vitamins Complex,Vitamins,4,32765,131060,Bank Transfer
437,2024-02-27,224,Huye,PreWorkout X,Pre-Workout,3,-24571,-73713,Bank Transfer
438,2024-12-11,345,Musanze,Energy Extreme,Energy,3,30714,92142,Bank Transfer
439,2024-08-16,285,Rubavu,Energy Extreme,Energy,2,33387,66774,Cash
440,2024-04-26,258,Rwamagana,Energy Extreme,Energy,1,29921,29921,Cash
441,2024-11-13,283,Musanze,Optimum Nutrition Creatine,Creatine,1,22500,22500,Cash
442,2024-10-05,88,Huye,Creatine Monohydrate,Creatine,2,21870,43740,Mobile Money
443,2024-05-06,171,Huye,Optimum Nutrition Creatine,Creatine,4,20517,82068,Card
444,2024-05-08,353,Huye,Optimum Nutrition Creatine,Creatine,1,11724,11724,Bank Transfer
445,2024-02-27,191,Musanze,Vitamins Complex,Vitamins,4,18706,74824,Bank Transfer
446,2024-05-01,23,Huye,Energy Extreme,Energy,2,28450,56900,Bank Transfer
447,2024-01-01,108,Musanze,PreWorkout X,Pre-Workout,1,15926,15926,Card
448,2024-08-26,128,Kigali,Energy Extreme,Energy,3,19496,58488,Bank Transfer
449,2024-10-16,362,Rubavu,Vitamins Complex,Vitamins,1,32663,32663,Card
450,2024-04-05,72,Kigali,Creatine Monohydrate,Creatine,2,13727,27454,Mobile Money
451,2024-05-05,261,Musanze,PreWorkout X,Pre-Workout,1,32379,32379,Card
452,2024-04-27,388,Huye,Whey Protein,Whey,3,26832,80496,Bank Transfer
453,2024-02-17,320,Kigali,Creatine Monohydrate,Creatine,4,31727,126908,Card
454,2024-03-29,10,Kigali,Creatine Monohydrate,Creatine,2,34417,68834,Mobile Money
455,2024-08-24,302,Rubavu,Creatine Monohydrate,Creatine,1,13967,13967,Bank Transfer
456,2024-09-28,66,Rubavu,Creatine Monohydrate,Creatine,3,24042,72126,Mobile Money
457,2024-07-07,13,Huye,Vitamins Complex,Vitamins,1,12159,12159,Bank Transfer
458,2024-07-10,86,Huye,Creatine Monohydrate,Creatine,1,28931,28931,Cash
459,2024-03-09,314,Rubavu,Creatine Monohydrate,Creatine,2,29033,58066,Mobile Money
460,2024-10-04,209,Rubavu,Optimum Nutrition Creatine,Creatine,2,13083,26166,Mobile Money
461,2024-12-14,121,Rwamagana,Vitamins Complex,Vitamins,2,27421,54842,Cash
462,2024-09-03,377,Kigali,Vitamins Complex,Vitamins,2,17604,35208,Cash
463,2024-03-16,243,Rubavu,Energy Extreme,Energy,4,29018,116072,Bank Transfer
464,2024-06-02,70,Musanze,Creatine Monohydrate,Creatine,3,15110,45330,Mobile Money
465,2024-05-23,101,Musanze,PreWorkout X,Pre-Workout,4,33762,135048,Card
466,2024-03-26,111,Rubavu,Whey Protein,Whey,2,12179,24358,Mobile Money
467,2024-07-03,20,Musanze,Optimum Nutrition Creatine,Creatine,1,15251,15251,Cash
468,2024-10-11,227,Rubavu,Vitamins Complex,Vitamins,2,24871,49742,Cash
469,2024-08-07,230,Rwamagana,Energy Extreme,Energy,2,11828,23656,Card
470,2024-03-09,359,Kigali,PreWorkout X,Pre-Workout,1,23109,23109,Mobile Money
471,2024-02-16,38,Rubavu,Vitamins Complex,Vitamins,1,24537,24537,Cash
472,2024-04-03,188,Kigali,Whey Protein,Whey,2,15891,31782,Cash
473,2024-08-25,20,Musanze,Optimum Nutrition Creatine,Creatine,1,15036,15036,Mobile Money
474,2024-07-22,4,Huye,Whey Protein,Whey,1,20822,20822,Mobile Money
475,2024-08-05,216,Kigali,Energy Extreme,Energy,1,13586,13586,Cash
476,2024-12-06,186,Rubavu,Optimum Nutrition Creatine,Creatine,1,30815,30815,Mobile Money
477,2024-02-08,388,Rubavu,Energy Extreme,Energy,3,16643,49929,Bank Transfer
478,2024-04-09,24,Kigali,Creatine Monohydrate,Creatine,4,-21005,-84020,Cash
479,2024-10-15,82,Rubavu,Creatine Monohydrate,Creatine,2,26029,52058,Card
480,2024-09-10,305,Musanze,Optimum Nutrition Creatine,Creatine,3,21154,63462,Bank Transfer
481,2024-08-09,211,Huye,Creatine Monohydrate,Creatine,3,15997,47991,Cash
482,2024-12-22,109,Kigali,Vitamins Complex,Vitamins,2,27047,54094,Bank Transfer
483,2024-01-23,314,Musanze,Energy Extreme,Energy,4,10541,42164,Bank Transfer
484,2024-09-06,356,Musanze,Energy Extreme,Energy,2,23428,46856,Cash
485,2024-01-10,173,Huye,PreWorkout X,Pre-Workout,4,20258,81032,Bank Transfer
486,2024-09-02,183,Rwamagana,PreWorkout X,Pre-Workout,4,15469,61876,Card
487,2024-11-20,146,Huye,Energy Extreme,Energy,1,20720,20720,Cash
488,2024-04-09,113,Kigali,Creatine Monohydrate,Creatine,3,11651,34953,Card
489,2024-10-16,313,Kigali,PreWorkout X,Pre-Workout,3,19518,58554,Bank Transfer
490,2024-06-28,301,Kigali,Whey Protein,Whey,4,31621,126484,Mobile Money
491,2024-08-10,260,Rwamagana,Vitamins Complex,Vitamins,1,22485,22485,Card
492,2024-09-06,399,Musanze,Creatine Monohydrate,Creatine,4,28394,113576,Cash
493,2024-05-26,124,Kigali,Vitamins Complex,Vitamins,2,28509,57018,Mobile Money
494,2024-04-05,137,Rwamagana,Vitamins Complex,Vitamins,3,26230,78690,Bank Transfer
495,2024-09-13,325,Kigali,Whey Protein,Whey,2,13471,26942,Bank Transfer
496,2024-11-20,50,Huye,Optimum Nutrition Creatine,Creatine,1,18329,18329,Mobile Money
497,2024-01-04,107,Huye,PreWorkout X,Pre-Workout,3,-31452,-94356,Card
498,2024-01-16,254,Rwamagana,Optimum Nutrition Creatine,Creatine,1,20077,20077,Bank Transfer
499,2024-10-06,337,Rubavu,Optimum Nutrition Creatine,Creatine,2,12757,25514,Mobile Money
500,2024-12-01,51,Rubavu,PreWorkout X,Pre-Workout,3,28284,84852,Card
501,2024-09-03,35,Huye,Vitamins Complex,Vitamins,1,27833,27833,Cash
502,2024-09-14,69,Rwamagana,Creatine Monohydrate,Creatine,2,-15017,-30034,Bank Transfer
503,2024-06-08,49,Musanze,Vitamins Complex,Vitamins,1,17999,17999,Mobile Money
504,2024-12-05,192,Huye,Optimum Nutrition Creatine,Creatine,1,25433,25433,Mobile Money
505,2024-05-31,70,Rubavu,Energy Extreme,Energy,1,20595,20595,Card
506,2024-06-26,126,Rwamagana,Whey Protein,Whey,2,29715,59430,Mobile Money
507,2024-06-11,129,Kigali,Whey Protein,Whey,3,33846,101538,Mobile Money
508,2024-02-02,100,Huye,PreWorkout X,Pre-Workout,4,13384,53536,Cash
509,2024-06-27,174,Rwamagana,PreWorkout X,Pre-Workout,2,23493,46986,Bank Transfer
510,2024-04-10,188,Rubavu,Whey Protein,Whey,4,17531,70124,Cash
511,2024-09-24,84,Rwamagana,Creatine Monohydrate,Creatine,1,17710,17710,Bank Transfer
512,2024-11-18,213,Rwamagana,Creatine Monohydrate,Creatine,4,22835,91340,Card
513,2024-03-05,364,Rwamagana,Vitamins Complex,Vitamins,2,11431,22862,Bank Transfer
514,2024-06-16,220,Musanze,Whey Protein,Whey,2,19557,39114,Mobile Money
515,2024-11-25,220,Musanze,PreWorkout X,Pre-Workout,3,10162,30486,Card
516,2024-02-12,394,Rwamagana,Vitamins Complex,Vitamins,2,27015,54030,Cash
517,2024-02-13,106,Rwamagana,Whey Protein,Whey,4,12014,48056,Card
518,2024-10-11,70,Rubavu,Optimum Nutrition Creatine,Creatine,1,10204,10204,Card
519,2024-01-12,301,Musanze,Creatine Monohydrate,Creatine,4,19032,76128,Cash
520,2024-04-04,338,Rwamagana,Whey Protein,Whey,4,12643,50572,Card
521,2024-10-28,21,Huye,Whey Protein,Whey,2,27258,54516,Mobile Money
522,2024-09-09,7,Rwamagana,Creatine Monohydrate,Creatine,4,27073,108292,Card
523,2024-08-29,160,Rubavu,Whey Protein,Whey,2,24289,48578,Card
524,2024-02-04,148,Rubavu,PreWorkout X,Pre-Workout,4,25562,102248,Bank Transfer
525,2024-08-02,199,Kigali,Energy Extreme,Energy,4,21918,87672,Mobile Money
526,2024-12-02,154,Rubavu,PreWorkout X,Pre-Workout,1,27833,27833,Cash
527,2024-03-30,384,Huye,Whey Protein,Whey,4,13959,55836,Bank Transfer
528,2024-09-20,165,Rubavu,Energy Extreme,Energy,2,15432,30864,Mobile Money
529,2024-04-02,82,Rwamagana,PreWorkout X,Pre-Workout,2,32548,65096,Card
530,2024-03-30,218,Musanze,Whey Protein,Whey,1,30054,30054,Bank Transfer
531,2024-04-24,371,Huye,PreWorkout X,Pre-Workout,1,28322,28322,Card
532,2024-04-14,161,Rwamagana,Whey Protein,Whey,1,20123,20123,Bank Transfer
533,2024-07-14,383,Huye,Whey Protein,Whey,2,34259,68518,Card
534,2024-11-09,327,Kigali,Vitamins Complex,Vitamins,2,25352,50704,Cash
535,2024-04-23,289,Huye,Energy Extreme,Energy,2,29446,58892,Cash
536,2024-03-15,61,Rwamagana,Optimum Nutrition Creatine,Creatine,1,19879,19879,Card
537,2024-08-04,28,Kigali,Optimum Nutrition Creatine,Creatine,1,17521,17521,Bank Transfer
538,2024-10-03,169,Rwamagana,Whey Protein,Whey,2,28474,56948,Bank Transfer
539,2024-09-05,177,Kigali,PreWorkout X,Pre-Workout,3,21861,65583,Bank Transfer
540,2024-06-12,198,Rwamagana,Energy Extreme,Energy,1,11633,11633,Bank Transfer
541,2024-12-22,330,Huye,Energy Extreme,Energy,2,13648,27296,Mobile Money
542,2024-07-10,22,Huye,Whey Protein,Whey,1,27921,27921,Mobile Money
543,2024-08-14,66,Huye,Vitamins Complex,Vitamins,0,23368,0,Bank Transfer
544,2024-06-25,144,Kigali,Vitamins Complex,Vitamins,2,10097,20194,Cash
545,2024-04-08,125,Musanze,Energy Extreme,Energy,4,22722,90888,Bank Transfer
546,2024-02-05,294,Huye,Whey Protein,Whey,3,18535,55605,Mobile Money
547,2024-04-05,138,Musanze,Whey Protein,Whey,4,14666,58664,Card
548,2024-05-31,243,Musanze,Energy Extreme,Energy,3,11727,35181,Mobile Money
549,2024-05-30,32,Rubavu,Creatine Monohydrate,Creatine,3,20800,62400,Card
550,2024-07-08,20,Huye,PreWorkout X,Pre-Workout,3,28708,86124,Bank Transfer
551,2024-08-11,366,Rubavu,Optimum Nutrition Creatine,Creatine,2,19283,38566,Bank Transfer
552,2024-02-06,376,Musanze,Energy Extreme,Energy,4,15774,63096,Card
553,2024-09-24,116,Kigali,Energy Extreme,Energy,4,28133,112532,Mobile Money
554,2024-07-01,381,Rwamagana,Whey Protein,Whey,4,10781,43124,Mobile Money
555,2024-01-13,58,Huye,Vitamins Complex,Vitamins,1,16823,16823,Card
556,2024-10-05,369,Kigali,Vitamins Complex,Vitamins,4,17193,68772,Bank Transfer
557,2024-08-04,248,Kigali,Energy Extreme,Energy,3,12113,36339,Bank Transfer
558,2024-12-20,44,Rwamagana,Energy Extreme,Energy,2,30354,60708,Mobile Money
559,2024-12-26,227,Rwamagana,Whey Protein,Whey,1,27961,27961,Mobile Money
560,2024-10-12,279,Rubavu,Creatine Monohydrate,Creatine,2,25795,51590,Mobile Money
561,2024-09-29,178,Rwamagana,PreWorkout X,Pre-Workout,1,28810,28810,Mobile Money
562,2024-03-02,307,Kigali,Creatine Monohydrate,Creatine,3,16852,50556,Cash
563,2024-03-24,268,Rwamagana,PreWorkout X,Pre-Workout,3,12551,37653,Cash
564,2024-08-04,297,Rubavu,Optimum Nutrition Creatine,Creatine,2,26391,52782,Mobile Money
565,2024-12-07,55,Rwamagana,Energy Extreme,Energy,4,17239,68956,Mobile Money
566,2024-07-05,399,Rwamagana,PreWorkout X,Pre-Workout,1,31038,31038,Mobile Money
567,2024-01-19,104,Rwamagana,Whey Protein,Whey,4,12285,49140,Bank Transfer
568,2024-06-25,316,Kigali,Vitamins Complex,Vitamins,2,24889,49778,Card
569,2024-04-09,268,Huye,Creatine Monohydrate,Creatine,4,29909,119636,Card
570,2024-08-20,336,Rubavu,PreWorkout X,Pre-Workout,2,29206,58412,Cash
571,2024-03-16,259,Musanze,Whey Protein,Whey,3,21116,63348,Cash
572,2024-09-21,363,Musanze,Creatine Monohydrate,Creatine,3,23937,71811,Mobile Money
573,2024-10-10,220,Rwamagana,Vitamins Complex,Vitamins,4,16629,66516,Cash
574,2024-07-24,8,Kigali,Energy Extreme,Energy,1,31494,31494,Card
575,2024-08-10,176,Rubavu,Whey Protein,Whey,1,24203,24203,Mobile Money
576,2024-02-21,366,Rubavu,Optimum Nutrition Creatine,Creatine,3,12307,36921,Bank Transfer
577,2024-12-04,32,Musanze,Whey Protein,Whey,2,15906,31812,Mobile Money
578,2024-05-23,375,Kigali,Creatine Monohydrate,Creatine,1,25149,25149,Card
579,2024-03-09,63,Musanze,Creatine Monohydrate,Creatine,4,31632,126528,Cash
580,2024-04-08,21,Rubavu,PreWorkout X,Pre-Workout,1,20102,20102,Cash
581,2024-01-25,162,Kigali,Whey Protein,Whey,2,30748,61496,Card
582,2024-02-22,102,Huye,Whey Protein,Whey,4,10923,43692,Mobile Money
583,2024-05-30,128,Rwamagana,Vitamins Complex,Vitamins,2,18438,36876,Cash
584,2024-05-23,25,Rubavu,Optimum Nutrition Creatine,Creatine,3,18004,54012,Cash
585,2024-02-26,196,Rwamagana,PreWorkout X,Pre-Workout,3,20592,61776,Mobile Money
586,2024-02-08,382,Kigali,Energy Extreme,Energy,1,34217,34217,Cash
587,2024-04-18,227,Huye,PreWorkout X,Pre-Workout,2,33172,66344,Mobile Money
588,2024-06-29,265,Rwamagana,Vitamins Complex,Vitamins,1,21739,21739,Bank Transfer
589,2024-02-11,134,Kigali,Vitamins Complex,Vitamins,4,21749,86996,Mobile Money
590,2024-07-04,377,Musanze,PreWorkout X,Pre-Workout,3,26299,78897,Cash
591,2024-08-10,364,Huye,Creatine Monohydrate,Creatine,3,31953,95859,Cash
592,2024-05-01,213,Kigali,Vitamins Complex,Vitamins,4,28888,115552,Card
593,2024-05-12,131,Rubavu,Vitamins Complex,Vitamins,4,23537,94148,Bank Transfer
594,2024-06-11,286,Huye,PreWorkout X,Pre-Workout,4,22763,91052,Cash
595,2024-08-02,277,Huye,Optimum Nutrition Creatine,Creatine,2,14079,28158,Cash
596,2024-08-08,218,Huye,Energy Extreme,Energy,4,30215,120860,Cash
597,2024-08-22,34,Rwamagana,Optimum Nutrition Creatine,Creatine,2,28099,56198,Mobile Money
598,2024-11-26,338,Huye,Whey Protein,Whey,1,16450,16450,Mobile Money
599,2024-05-25,279,Rwamagana,Vitamins Complex,Vitamins,2,11098,22196,Bank Transfer
600,2024-08-26,150,Kigali,Energy Extreme,Energy,4,19087,76348,Cash
601,2024-03-16,108,Kigali,Creatine Monohydrate,Creatine,1,16980,16980,Mobile Money
602,2024-01-09,271,Huye,Optimum Nutrition Creatine,Creatine,3,21101,63303,Bank Transfer
603,2024-03-14,289,Kigali,Creatine Monohydrate,Creatine,3,19122,57366,Bank Transfer
604,2024-09-09,66,Musanze,Vitamins Complex,Vitamins,4,32433,129732,Card
605,2024-08-17,248,Kigali,Vitamins Complex,Vitamins,3,19127,57381,Mobile Money
606,2024-01-07,201,Huye,PreWorkout X,Pre-Workout,4,-11958,-47832,Bank Transfer
607,2024-06-22,247,Rubavu,Creatine Monohydrate,Creatine,4,32528,130112,Cash
608,2024-05-20,4,Huye,Vitamins Complex,Vitamins,3,19794,59382,Bank Transfer
609,2024-06-16,303,Rubavu,Vitamins Complex,Vitamins,2,32424,64848,Cash
610,2024-06-18,191,Rwamagana,PreWorkout X,Pre-Workout,2,-24478,-48956,Mobile Money
611,2024-10-09,313,Rubavu,Creatine Monohydrate,Creatine,1,-16370,-16370,Bank Transfer
612,2024-05-01,302,Huye,Creatine Monohydrate,Creatine,1,27332,27332,Cash
613,2024-07-12,39,Rubavu,Vitamins Complex,Vitamins,4,26013,104052,Cash
614,2024-01-05,252,Rubavu,Creatine Monohydrate,Creatine,1,22130,22130,Mobile Money
615,2024-01-29,210,Musanze,Optimum Nutrition Creatine,Creatine,1,33758,33758,Cash
616,2024-06-13,251,Rwamagana,Whey Protein,Whey,3,31125,93375,Cash
617,2024-12-04,91,Huye,PreWorkout X,Pre-Workout,3,12454,37362,Bank Transfer
618,2024-05-15,46,Rubavu,Optimum Nutrition Creatine,Creatine,2,25223,50446,Cash
619,2024-12-30,100,Musanze,Vitamins Complex,Vitamins,2,10141,20282,Bank Transfer
620,2024-11-16,190,Rwamagana,Vitamins Complex,Vitamins,1,19031,19031,Cash
621,2024-12-07,30,Rubavu,Energy Extreme,Energy,3,23970,71910,Bank Transfer
